"created_time","account","post_type","icon","tag_id","tag_name","impressions","impressionsVmedian","impressionsVmean","engagements","engagementsVmedian","engagementsVmean","engagementRate","engrtVmedian","engrtVmean","postClicks","shares","videoViews","brand","program","accountType","post","perma_link","text","tag1","tag2","tag3","tag4","tag5","tag6","tag7","tag8"
"2024-11-27T16:00:12Z","RMI","LinkedIn",0,0,NA,2530,0.486,0.1,441,2.835,0.846,0.174,1.719,0.912,419,3,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:ugcPost:7265863544108150785/","Did you know that replacing a gas furnace with a heat pump could reduce carbon pollution by 34–93 percent across all 48 contiguous states, depending on your region?  

City governments, home contractors, and community partners can collectively lead the charge on home energy upgrades through local “Electrify” programs that help lower costs  and accelerate heat pump adoption. Our new “Five-Step Guide to Develop a Local Home Electrification Program” shares insights from 12 RMI-supported Electrify programs that engaged over 56,000 residents, mobilized more than 100 home contractors, and are projected to result in over 3,000 heat pump installations. The five key steps include: 

1️⃣ Developing a program team and goals 

2️⃣ Supporting local contractor engagement 

3️⃣ Designing incentive offerings 

4️⃣ Developing community education and outreach 

5️⃣ Launching and managing the program 

Learn more and take action in your community: https://bit.ly/3Zhorhl",NA,NA,NA,NA,NA,NA,NA,NA
"2024-11-27T06:30:44Z","RMI","LinkedIn",0,0,NA,3552,1.087,0.544,289,1.513,0.21,0.081,0.266,-0.11,223,10,2319,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:ugcPost:7267424588899196929/","Our existing fossil fuel energy system is surprisingly inefficient: It wastes about two-thirds of the primary energy that’s put into it. When you add up the numbers, that’s about $4.5 trillion in waste every year. 

Energy efficiency should be our ""first fuel"" to enhance the energy system. Greater efficiency can help us get more out of our existing energy infrastructure, which would strengthen energy security, lower costs, cut emissions, and ultimately speed the shift to lower-carbon energy sources. 

RMI CEO @[Jon Creyts](urn:li:person:znZm2PJ_Fx) joined The Energy Gang to discuss the need for leadership around the world to commit to improving energy efficiency: https://bit.ly/4eM91WL",NA,NA,NA,NA,NA,NA,NA,NA
"2024-11-26T17:30:21Z","RMI","LinkedIn",0,0,NA,1711,0.005,-0.256,119,0.035,-0.502,0.07,0.094,-0.231,87,6,650,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:ugcPost:7267228199086940161/","2024 has been a year of substantial progress for RMI and the global energy transition. Together, with our donors and partners, we’ve tackled climate challenges, developed market-based solutions, and unlocked opportunities for everyone. 

Learn more about what we accomplished in our Annual Report: https://bit.ly/3Z1rRDw

Clean, affordable energy isn’t just possible — it’s happening faster than many realize. Thanks to all of our supporters for being part of this journey. 

#CleanEnergy #Sustainability #ClimateAction",NA,NA,NA,NA,NA,NA,NA,NA
"2024-11-25T21:42:04Z","RMI","LinkedIn",0,0,NA,911,-0.465,-0.604,17,-0.852,-0.929,0.019,-0.703,-0.791,10,1,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:share:7266929146679685120/","As traditional fossil fuel power plants approach retirement at the same time electricity demand is expected to grow, US regulators who are tasked with ensuring the affordability and reliability of the electric grid are focusing on resource adequacy — the ability of the grid to supply enough electricity to meet demand under a range of possible future conditions.

Risks to resource adequacy in the Western United States are primarily driven by demand growth uncertainties, extreme weather and climate change, delays in the construction of planned power generating resources, and slow transmission expansion.  

By improving planning practices to reflect current drivers of risk, considering more types of resource adequacy solutions, and seeking reforms in utility business models, regulators can reduce the risk of future resource adequacy shortfalls while continuing to transition to a low-carbon grid that benefits customers and enables local economic development. 

Learn more: https://bit.ly/4fY0Kjr

This work is made possible with support from the Heising-Simons Foundation. ",NA,NA,NA,NA,NA,NA,NA,NA
"2024-11-25T11:20:01Z","RMI","LinkedIn",0,0,NA,1144,-0.328,-0.503,37,-0.678,-0.845,0.032,-0.5,-0.648,22,1,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:share:7266772614310699009/","As demand for electricity grows and the current grid system ages, the US needs to expand the capacity of its transmission infrastructure to effectively deliver electricity to end users.  

Recent spending on transmission lines in the United States has focused on lower-voltage local projects, which typically serve a single utility, instead of regional projects, which can meet multiple utilities’ needs at the same time. Relying on local projects and not coordinating with regional planning is more costly and inefficient for addressing overall grid upgrades. 

There is little oversight for local transmission projects because of a regulatory gap as a result of several factors at the state, regional, and federal levels. Our report lays out 11 recommendations to close the regulatory gap and help build the electricity grid of the future with better bang for the customer’s buck: https://bit.ly/3AYb7Fd

#Transmission #Electricity #ElectricityGrid",NA,NA,NA,NA,NA,NA,NA,NA
"2024-11-23T18:23:02Z","RMI","LinkedIn",0,0,NA,18971,10.146,7.249,979,7.513,3.098,0.052,-0.188,-0.429,822,44,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:share:7266154292116414464/","Cleaner air and water. New and growing job opportunities. Communities built to withstand climate impacts. A clean energy future is within reach, but it will take all of us working together to make it happen. 

Join Sir Richard Branson, Chairman of Virgin Group, alongside RMI's Taylor Krause and Ian Welch-Phillips, for an engaging webinar moderated by RMI Trustee Martha Brooks. We’ll discuss how to activate the next generation of climate leaders and the power of partnerships to drive forward clean energy solutions worldwide. 

📆: Tuesday, December 10, 2024 
⏰: 10–11 a.m. MT / 12–1 p.m. ET 

👉 Register now: https://bit.ly/3OlQ9TL

Together, let’s build a cleaner, resilient future. 🌍✨ 

#CleanEnergy #SustainableFuture ",NA,NA,NA,NA,NA,NA,NA,NA
"2024-11-22T21:43:01Z","RMI","LinkedIn",0,0,NA,1396,-0.18,-0.393,37,-0.678,-0.845,0.027,-0.578,-0.703,19,2,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:share:7265842234577559554/","As #COP29 draws to a close, the need for actionable solutions across high-emission sectors is clearer than ever. The steel industry, a major driver of economic and social development, is also one of the most energy-intensive sectors, emitting roughly 7% of global pollution. In China, steel’s share of emissions is even higher, accounting for around 16% of the annual total. Accelerating the deployment of near-zero-carbon steel projects is essential to achieve global climate goals and presents an opportunity for high-quality, sustainable growth within the industry.  

RMI’s latest report, Unlocking the First Wave of Breakthrough Steel Investments in China, provides an in-depth analysis of the economic pathways for the steel industry's shift to near-zero emissions in China. The report examines how stakeholders — including policymakers, demand-side buyers, and financial institutions — can facilitate this transition. It also offers six recommendations aimed at expediting the transition process. 

Read the full report here: https://bit.ly/3B3kzXP",NA,NA,NA,NA,NA,NA,NA,NA
"2024-11-22T00:41:02Z","RMI","LinkedIn",0,0,NA,1941,0.14,-0.156,139,0.209,-0.418,0.072,0.125,-0.209,98,9,1033,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:ugcPost:7265524463163568129/","During Gender Day at #COP29, RMI’s Energy Transition Academy (ETA) hosted a virtual roundtable — featuring women leaders from around the world — on the critical role of women’s leadership in advancing renewable energy projects across the Caribbean, India, the Pacific, and Sub-Saharan Africa. 

The webinar underscored the importance of inclusive leadership in creating clean energy solutions, emphasizing that diverse perspectives are essential for sound decision-making and effective climate action. Despite the different geographies represented in the panel, “there are so many common threads in our paths”, noted @[Nitisha Agrawal](urn:li:person:w-A_vNnf_V), founder of the Smokeless Cookstove Foundation in India. “Forums like these establish community and a common shared hope and vision. Our problems, our solutions, are not so different from women in other regions.”  

The discussions highlighted the experiences and stories of women energy leaders advancing renewable energy projects in their countries, and the importance of capacity building and mentorship programs to support career growth. “Great opportunities are not out of reach, as long as they are visible to us,” panelist TeAnn Thomas added, “as the climate space is still evolving, there’s always new opportunities to explore and each of us has a role to play in making these visible for the next generation of energy leaders.” TeAnn spoke from experience, as she is an alumnus of both the ETA Global Caribbean Fellowship Program and the WIRE Network.  

Joining RMI’s Amber Zirnhelt, RPP, MCIP and Valentina G. on the roundtable were Nitisha Agrawal](urn:li:person:w-A_vNnf_V), @[Smokeless Cookstove Foundation](urn:li:person:uP_y-T8_5l) and Clean Cooking Mentorship Program hosted by @[Sustainable Energy for All (SEforALL), Clean Cooking Alliance (CCA) and GWNET: Global Women's Network for the Energy Transition; Saudatu B., Rural Electrification Agency of Nigeria and Africa Minigrids Program; Nnyeka R. Prescod, Climate Finance Access Network (CFAN); and TeAnn Thomas, Turks and Caicos Islands Government and Women in Renewable Energy (WIRE) Network.

The webinar built on the vision of centering gender and women empowerment in the climate agenda at COP and beyond, and rode the momentum of the WIRE Network’s recent convening in Barbados, where women leaders came together to strategize on advancing sustainable energy solutions across the Caribbean. Watch the video below to gain insights into their collaboration and impact. 

🌱 If you missed the webinar, you can watch the full discussion here: https://lnkd.in/g3nj3BX7",NA,NA,NA,NA,NA,NA,NA,NA
"2024-11-21T19:39:02Z","RMI","LinkedIn",0,0,NA,743,-0.563,-0.677,14,-0.878,-0.941,0.019,-0.703,-0.791,6,0,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:share:7265448642952462338/","Global sales of electric cars — including battery electric vehicles, plug-in hybrid electric vehicles, and fuel cell vehicles — grew to 14 million in 2023, or 18 percent of all new cars sold, the International Energy Agency (IEA) estimates. 

Supply-side policies for zero-emission vehicles (ZEVs), such as sales regulations, fuel efficiency standards, vehicle emission standards, and manufacturing incentives, play a large role in driving ZEV sales. They are more cost-effective for governments to implement and provide greater certainty to manufacturers and other market actors. 

This article outlines why supply-side policies are impactful and how they can work cohesively with demand-side policies to encourage and support ZEV markets around the world: https://bit.ly/4fIWjtd",NA,NA,NA,NA,NA,NA,NA,NA
"2024-11-21T18:00:10Z","RMI","LinkedIn",0,0,NA,1134,-0.334,-0.507,84,-0.27,-0.648,0.074,0.156,-0.187,73,0,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:ugcPost:7265423762139865088/","🌍✨ On #COP29 Gender Day, we celebrate the vital role of women in leading the charge on climate action! 💪",NA,NA,NA,NA,NA,NA,NA,NA
"2024-11-21T01:30:07Z","RMI","LinkedIn",0,0,NA,3196,0.878,0.39,660,4.739,1.763,0.207,2.234,1.275,622,4,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:ugcPost:7264750375381929984/","🌍 At #COP29 this week, nations are advancing discussions on their clean energy transitions, and India stands ready with ambitious climate goals. A recent RMI report, India at 2047: A Vision for Energy Independence in the Mobility Sector, charts the road ahead. 

By 2047, India is aiming to fully transform its mobility landscape. This report quantifies the required #CleanEnergy vehicle adoption levels and provides actionable solutions that can help to achieve these targets supporting the global shift toward sustainable transport emphasized at COP29. 

Read the full report and discover how India can drive its clean mobility future: https://lnkd.in/g35cFksx    ",NA,NA,NA,NA,NA,NA,NA,NA
"2024-11-20T06:21:01Z","RMI","LinkedIn",0,0,NA,1749,0.028,-0.24,36,-0.687,-0.849,0.021,-0.672,-0.769,23,3,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:share:7264885429395496962/","This week at the #COP29 China Pavilion Side Event, RMI released the report, Powering the Data-Center Boom with Low-Carbon Solutions: China’s Perspective and Global Insights. The release spotlights China's innovation in driving sustainable growth for the data-center industry on a global scale. 

In the era of artificial intelligence (AI), the rising demand for data centers is leading to substantial increases in energy use and carbon emissions. This emerging challenge must be met with forward-thinking solutions that will both harness AI’s potential and have minimal impact to our planet.  

The report maps out the challenges of reducing emissions while China’s data centers grow rapidly, and offers strategies to do so sustainably. 

Read the full report here: https://bit.ly/4fxLhXI",NA,NA,NA,NA,NA,NA,NA,NA
